comentario;nota;data
Fui à salvador e mesmo sendo cadeirante, tive total acesso ao elevador Lacerda que liga a cidade alta a cidade baixa.Gostei muito e obteve inclusive gratuidade.;5.0;dez de 2020
Cheguei pra conhecer o elevador por volta das 17h. Estava no andar de cima.  Já na entrada nos sentimos um pouco intimidados pela quantidade de pessoas nos observando, e alguns vieram nos abordar de um jeito meio estranho, me senti  com receio de ser roubado. O elevador é ok, mas o entorno tem barracos e vários moradores de rua. Infelizmente reflete a situação do país. Quando desci senti a mesma sensação, de que iria ser roubado.  No fim foi tudo bem, mas a experiência não foi boa. ;2.0;dez de 2019
Conhecemos os pontos turísticos com um taxista super gente boa, fiquei bastante insegura pela questão de ter muitas pessoas em cima de você vendendo artesanato e fazendo pinturas, pessoas de agências de turismo brabos que preferimos ir com taxistas. Mas sobre o elevador achei uma vista linda, foi super econômico pagamos 0,15 e tem uma história incrível em cada canto de salvador. ;3.0;out de 2020
Custa apenas 15 centavos e vale a pena para ir do Mercado Modelo para o Pelourinho e vice-versa. O elevador, em si, não tem nada de mais, mas vale a visita para quem está na área.;4.0;nov de 2020
Imaginamos que haveria uma visão da Bahia de Todos os Santos, mas realmente é apenas um elevador, que sobe e desce. O valor é maravilhoso, super acessível. Infelizmente o atendimento é péssimo. ;3.0;nov de 2020
Ícone no centro histórico de Salvador ligando cidade alta a cidade baixa e vice versa. Tem acesso a cadeira de rodas e custo do ingresso simbólico. ;5.0;nov de 2020
O lugar é lindo, uma vista muito bonita ao redor. O elevador é fechado (não é panorâmico). O que estraga o passeio, como na paior parte dos pontos turísticos de salvador, é a quantidade de gente abordando para fazer pintura na pele, para ser guia, para vender fitinha do Bonfim...se você bobeia eles te amarram a fita e pintam a pele sem você querer. A recomendação geral é tomar muito cuidado para não ser assaltado, orientam a ir sem nenhum tipo de acessório e tomar cuidado com celular e carteira.;4.0;out de 2020
É um elevador que só dá pra descer. Tu vê a cidade lá de cima. Muito vendedor ambulante querendo doar coisas. Não aceita.;3.0;nov de 2020
O elevador lacerda merece uma visita.A vista é um espetáculo.Custa apenas R$ 0,15 a entrada.Deve se ter cuidado com assaltantes ao redor do elevador;5.0;out de 2020
Imaginei que encontraria um elevador panorâmico e não é nada disso, trata-se de um elevador comum fechado.;3.0;out de 2020
O único propósito do elevador é ir no Pelourinho. Como eu não recomendo ir ao Pelourinho pra que vc vai pegar o elevador ? Muito sem graça....a vista é bonita mas não vale a pena acessar para ir ao Pelourinho;1.0;out de 2020
ATENÇÃO!!! Região nada demais em relação a turismo é EXTREMAMENTE PERIGOSO!!!! Tem que ficar alerta o tempo todo com grupo de pessoas querendo assaltar.Experiência extremamente desagradável. Fomos assaltados e não tinha NENHUMA polícia por perto.;1.0;out de 2020
Eu fiquei um pouco decepcionada pois achei que tivesse uma parte aberta para apreciar a vista enquanto o elevador desce.;3.0;nov de 2020
Ele é rápido, mas merecia uma boa reforma, está com catracas velhas, aspecto de sujo, vidros sujos e merecia ser bem cuidado;3.0;out de 2020
Lugar bonito, intensa história brasileira no local. Vista ótima e bom clima. Nativos são intensos nas vendas, isso pode incomodar os desavisados. ;5.0;out de 2020
Nada demais, é mais bonito por fora, porque por dentro não tem vista, não tem nada. É um elevador como se fosse de um prédio, todo fechado. Preço simbólico de 0,15 por pessoa. O elevador leva do Mercado Modelo até o Pelourinho.;3.0;out de 2020
Desci o elevador Lacerda para ir ao mercado modelo. O local estava vazio, ótimo para fotos.A vista é bonita, mas nada de espetacular como falam.;3.0;out de 2020
Em alguns horários havia fila por causa do cumprimento dos protocolos de segurança da Covid, mas vale a pena o serviço.;5.0;out de 2020
Pagamos R$ 0,15 (por pessoa).Local bem abandonado.Como já falei em outras publicações , Salvador é repleta de animais abandonados. No elevador Lacerda não é diferente.;1.0;set de 2020
Este elevador, além de útil é um ponto turístico da cidade. Talvez por haver ao lado um miradouro ou porque dali o por do sol é famoso, o facto é que muitos ali se juntam alegremente.;4.0;ago de 2019
Um elevador que surpreendentemente não é panorâmico (vai entender!). O visual é maravilhoso! De lá seguimos para o Pelourinho. Oriento a ir pela manhã para fazer os dois passeios com calma. Não sabíamos e fomos no final da tarde, perdemos boa parte da beleza. Tá certo! Desculpa para voltarmos!rs;5.0;jan de 2020
Ligando a parte baixa para com  a alta é o meio de transporte mais pratico para conhecer as belezas da Baia de Todos os Santos. O custo operacional é de alguns centavos e o transporte leva menos de 30 segundos em cada viagem;4.0;nov de 2019
ASSÉDIO TOTAL!!! Não aceitem fitas no braço nem parem pra ouvir história ALGUMA de NINGUÉM! Não deixem NINGUÉM pintar ser braço nem te “dar” nenhum presente. SÃO aproveitadores!!! Tomem cuidado!!!;1.0;out de 2020
Olha, é um ambiente sujo, perigoso e cheio de ambulantes que te infernizam a cada passo. Cuidado com aqueles que chegam com a fitinha pra te 'dar de presente', puro caô. Quando amarram te pedem uma ajuda e se você não der, eles te xingam, te tratam mal, enfim... cuidado!;3.0;nov de 2019
O elevador estava bem organizado e seguro em relação as medidas de controle da pandemia...distanciamento , ausência de aglomeração, controle dos acessos pelos funcionários. A passagem custa 0,15 centavos..,amei subir nele para ir da cidade baixa para a cidade alta...ele liga o pelourinho ao mercado modelo.;5.0;set de 2020
Gostei da experiência em Salvador. A praça o de fica o mercado modelo foi reformada recentemente, está policiada e limpa. Daí é só subir no elevador e apreciar o Pelourinho. No caso , eu paguei um guia local pra nos levar pelo Pelourinho. Foi bom, vimos grande parte do local e ele nos deu segurança para andarmos por lá, já que ele sabe como é a região. Recomendo!;5.0;set de 2020
Sempre que venho vou pelo elevador... ajuda a encurtar o caminho entre a parte antiga de Salvador..  gosto muito!!!;5.0;set de 2020
Excelente passeio ótimo lugar bom e barato só mesmo a questão de você ser turista muitos querem se aproveitar;5.0;set de 2020
Ele simboliza a cidade e embeleza. Transporta milhares de turistas e soteropolitanos diariamente por um valor irrisório de R$ 0,15 , ligando a cidade baixa a Cidade alta.  Visite os arredores, na parte de baixo vá ao mercado modelo e na parte alta vá ao pelourinho, ao terreiro de Jesus. Tenha o olhar atento, ao redor tudo é bonito, é histórico, tem beleza e cheiro. Se puder, na subida tome um sorvete na CUBANA a sorveteria oferece diversos sabores e  sente numa das mesas pra apreciar a bela vista. É imperdível e impossível de esquecer. ;5.0;mar de 2020
"Para fazer algum sentido, antes de usar o elevador, é importante conhecer a história de sua construção e o objetivo inicial. Ainda hoje é um excelente meio de ligar a parte baixa ao Pelorinho.O elevador em si, não tem nada de especial, mas a visão do mirante e arredores é muito bonita. Vale a pena.Infelizmente, logo na saída, ficam muitos (muitos mesmo) ""ambulantes"" oferecendo fitinhas e outros souvenirs. São muito, muito insistentes. Nós já tínhamos sido alertados que eles oferecem souvenirs de graça, mas depois não desgrudam até que você faça uma contribuição mínima ""espontânea"" de R$ 20,00. A Prefeitura ou o Estado deveriam inibir essa prática, principalmente porque eles se dizem em nome da Secretaria de Turismo.No alto do elevador há vários lugares bonitos para tirar fotos. Dica importante: use um self stick e tire as fotos você mesmo.";3.0;mar de 2020
A vista la de cima, é linda.Vale a pena passar por lá para chegar ao mercado modelo.muito movimentado.;5.0;mar de 2020
A vista de cima do Elevador Lacerda é maravilhosa. Só é meio difícil para tirar fotos pois é muito concorrido, mas com calma dá pra tirar, mas tome cuidado com o celular ou qualquer outra coisa de valor, pois é um pouco perigoso. Os ambulantes que não são credenciados (sem colete e sem identificação) fazem de tudo para tirar algum trocado de você, tome cuidado com eles. De resto é curtir o visual.;4.0;fev de 2020
Não tem como ir a salvador e não passar para conhecer o elevador Lacerda, linda a vista vale super a pena conhecer. Embora o governo poderia fazer uma manutenção na pintura e cuidado, pois achei um pouco largado na área externa.;5.0;mar de 2020
Nada demais, da pra ver a vista muito de relance, muito perigoso ficar lá pra tirar fotos e tal. É uma cidade extremamente perigosa.;3.0;mar de 2020
Subir e descer o elevador lacerta é sempre uma emoção. Quando descemos o elevador imaginamos desde os primórdios pessoas transitando para seus trabalhos e a inovação que foi na época.Hoje o elevador está revitalizado e é frequentado por muitos turistas e moradores soteropolitanos.;5.0;mar de 2020
Quando fui de férias em Salvador, conheci o elevador lacerda e foi bom, porém tem vendedores muito insistentes, dependendo do horário é muito cheio, da acesso a cidade baixa e ao mercado modelo.;4.0;jan de 2020
Após visita ao Pelourinho, me desloquei até o Elevador Lacerda para chegar ao Mercado Modelo. O elevador funciona bem e não há nada de especial, exceto boas fotos do local, porém o assédio machista é perturbador, me senti bastante incomodada e se não houvessem tantos turistas temeria pela minha integridade física. 😢;2.0;mar de 2020
Estivemos no elevador Lacerda (parte alta) e foi a maior decepção. Muitos vendedores insistentes, quase obrigando as pessoas a comprarem os seus cordões(de todos os tipos), não sabem ouvir não como resposta e ainda ficam se achando de arumar confusão. Honestamente, a prefeitura de Salvador deveria atuar com mais rigor para combater esse assédio aos turistas. As pessoas mais vulneráveis, como idosos, se sentem acuadas e acabam comprando... Se forem a este local, se preparem para serem importunados a todo momento...;2.0;mar de 2020
A vista e bonita mas o local podia ser melhor cuidado e aproveitado. O elevador em si não tem nem uma ventilação interna, ou ao menos não estava funcionando, e nesta época de vírus...;3.0;fev de 2020
Tradicional, popular e importante meio de transporte na cidade de Salvador, ligando a cidade baixa à cidade alta, esse elevador proporciona uma bela vista da Baía de Todos os Santos, além de nos transportar para um dos lugares mais tradicionais da cidade, o Pelourinho e seus arredores.;4.0;fev de 2020
O Elevador Lacerda tem tudo pra ser um local lindo e um dos melhores para se visitar em Salvador. Mas, para quem conhece o Rio de Janeiro, o local está mais parecido com a Central do Brasil. Não sofreu nenhuma reforma recente. Aspecto sujo. Local extremamente perigoso, onde os próprios transeuntes dizem para não tirar fotos com celulares e mantê-los nas mãos. À vista do local é linda mas prejudicada pela falta de reforma nos vidros. Ou seja, tem tudo pra ser maravilhoso.. sqn.;3.0;fev de 2020
O lugar é realmento muito lindo, a vista é exuberante. Para quem vai a Salvador, é indispensável conhecer o Elevador. O preço cobrado é de apenas R$0,15 por pessoa. Porém é necessário ter muito cuidado pois existem muitos vendedores insistentes aos arredores do elevador.;4.0;fev de 2020
O elevador permite o acesso barato - R$ 0,15 - ao Pelourinho ou Mercado Modelo. Mas há fila, pouca ventilação e os elevadores costumam estar cheios, quentes e mal-cheirosos. Sem contar que não é panorâmico.;3.0;mar de 2020
